Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |er  |
Sun Nov  7 20:29:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:29:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:12 2021 L'Arduino ha segnalato questo errore: ||
Sun Nov  7 20:30:12 2021 Error sending message, retrying. Cause: Input/output error
Sun Nov  7 20:30:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:30:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:29 2021 L'Arduino ha segnalato questo errore: ||
Sun Nov  7 20:33:29 2021 Error sending message, retrying. Cause: Input/output error
Sun Nov  7 20:33:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:33:31 2021 Error sending message, retrying. Cause: Remote I/O error
Mon Nov  8 09:47:43 2021 can't write to i2c device
Mon Nov  8 09:48:42 2021 can't write to i2c device
Mon Nov  8 10:03:40 2021 can't write to i2c device
Mon Nov  8 10:04:03 2021 can't write to i2c device
Mon Nov  8 10:05:00 2021 can't write to i2c device
Mon Nov  8 10:11:18 2021 can't write to i2c device
Mon Nov  8 11:38:44 2021 can't write to i2c device
Mon Nov  8 11:38:50 2021 can't write to i2c device
Mon Nov  8 11:39:51 2021 can't write to i2c device
Mon Nov  8 11:40:00 2021 can't write to i2c device
Mon Nov  8 11:40:03 2021 can't write to i2c device
Mon Nov  8 11:40:24 2021 can't write to i2c device
Mon Nov  8 11:41:03 2021 can't write to i2c device
Mon Nov  8 11:41:14 2021 can't write to i2c device
Mon Nov  8 11:42:16 2021 can't write to i2c device
Mon Nov  8 11:42:19 2021 can't write to i2c device
Mon Nov  8 11:42:21 2021 can't write to i2c device
Mon Nov  8 11:42:34 2021 can't write to i2c device
Mon Nov  8 12:04:39 2021 can't write to i2c device
Mon Nov  8 12:06:48 2021 can't write to i2c device
Mon Nov  8 12:07:15 2021 can't write to i2c device
Mon Nov  8 12:07:56 2021 can't write to i2c device
Mon Nov  8 12:09:56 2021 can't write to i2c device
Mon Nov  8 12:10:02 2021 can't write to i2c device
Mon Nov  8 12:10:19 2021 can't write to i2c device
Mon Nov  8 12:17:30 2021 can't write to i2c device
Mon Nov  8 12:17:52 2021 can't write to i2c device
Mon Nov  8 12:25:05 2021 can't write to i2c device
Mon Nov  8 12:26:52 2021 can't write to i2c device
Mon Nov  8 12:27:10 2021 can't write to i2c device
Tue Nov  9 08:03:22 2021 can't write to i2c device
Tue Nov  9 08:07:38 2021 can't write to i2c device
Tue Nov  9 08:10:06 2021 can't write to i2c device
Tue Nov  9 08:10:12 2021 can't write to i2c device
Tue Nov  9 08:10:15 2021 can't write to i2c device
Tue Nov  9 08:20:47 2021 can't write to i2c device
Tue Nov  9 08:20:50 2021 can't write to i2c device
Tue Nov  9 08:21:36 2021 can't write to i2c device
Tue Nov  9 09:23:46 2021 can't write to i2c device
Tue Nov  9 09:52:30 2021 can't write to i2c device
Tue Nov  9 09:52:46 2021 can't write to i2c device
Tue Nov  9 12:09:21 2021 can't write to i2c device
Tue Nov  9 12:09:55 2021 can't write to i2c device
Tue Nov  9 12:10:00 2021 can't write to i2c device
Tue Nov  9 12:11:47 2021 can't write to i2c device
Tue Nov  9 12:14:03 2021 can't write to i2c device
Tue Nov  9 12:14:15 2021 can't write to i2c device
Tue Nov  9 12:15:08 2021 can't write to i2c device
Tue Nov  9 12:15:12 2021 can't write to i2c device
Tue Nov  9 12:19:55 2021 can't write to i2c device
Tue Nov  9 12:20:23 2021 can't write to i2c device
Tue Nov  9 12:20:35 2021 can't write to i2c device
Tue Nov  9 12:20:42 2021 can't write to i2c device
Tue Nov  9 12:25:27 2021 can't write to i2c device
Tue Nov  9 12:38:04 2021 can't write to i2c device
Tue Nov  9 12:38:17 2021 can't write to i2c device
Tue Nov  9 12:38:26 2021 can't write to i2c device
Tue Nov  9 12:38:34 2021 can't write to i2c device
Tue Nov  9 12:38:41 2021 can't write to i2c device
Tue Nov  9 12:40:15 2021 can't write to i2c device
Tue Nov  9 12:40:33 2021 can't write to i2c device
Tue Nov  9 12:41:29 2021 can't write to i2c device
Tue Nov  9 12:41:33 2021 can't write to i2c device
Tue Nov  9 12:41:41 2021 can't write to i2c device
Wed Nov 10 08:29:22 2021 can't write to i2c device
Wed Nov 10 08:29:24 2021 can't write to i2c device
Wed Nov 10 08:30:20 2021 can't write to i2c device
Sat Nov 13 16:25:43 2021 can't write to i2c device
Sat Nov 13 16:31:26 2021 can't write to i2c device
Sat Nov 13 16:31:37 2021 can't write to i2c device
Sat Nov 13 16:31:39 2021 can't write to i2c device
Sun Nov 14 09:04:10 2021 can't write to i2c device
Sun Nov 14 09:12:51 2021 can't write to i2c device
Sun Nov 14 09:12:59 2021 can't write to i2c device
Sun Nov 14 09:13:09 2021 can't write to i2c device
Sun Nov 14 09:13:19 2021 can't write to i2c device
Sun Nov 14 09:13:56 2021 can't write to i2c device
Sun Nov 14 09:15:44 2021 can't write to i2c device
Sun Nov 14 09:15:52 2021 can't write to i2c device
Sun Nov 14 09:16:04 2021 can't write to i2c device
Sun Nov 14 09:16:23 2021 can't write to i2c device
Sun Nov 14 09:16:29 2021 can't write to i2c device
Sun Nov 14 09:16:45 2021 can't write to i2c device
Sun Nov 14 09:20:07 2021 can't write to i2c device
Sun Nov 14 09:20:24 2021 can't write to i2c device
Sun Nov 14 09:20:39 2021 can't write to i2c device
Sun Nov 14 09:20:44 2021 can't write to i2c device
Sun Nov 14 11:58:32 2021 can't write to i2c device
Sun Nov 14 11:58:38 2021 can't write to i2c device
Sun Nov 14 12:00:29 2021 can't write to i2c device
Sun Nov 14 13:29:01 2021 can't write to i2c device
Sun Nov 14 13:29:17 2021 can't write to i2c device
Sun Nov 14 13:29:36 2021 can't write to i2c device
Sun Nov 14 13:30:02 2021 can't write to i2c device
Sun Nov 14 13:34:54 2021 can't write to i2c device
Sun Nov 14 13:38:14 2021 can't write to i2c device
Sun Nov 14 13:38:21 2021 can't write to i2c device
Sun Nov 14 13:38:41 2021 can't write to i2c device
Sun Nov 14 13:38:46 2021 can't write to i2c device
Sun Nov 14 13:38:48 2021 can't write to i2c device
Sun Nov 14 13:38:53 2021 can't write to i2c device
Sun Nov 14 13:38:57 2021 can't write to i2c device
Sun Nov 14 13:39:26 2021 can't write to i2c device
Sun Nov 14 13:58:53 2021 can't write to i2c device
Sun Nov 14 13:59:40 2021 can't write to i2c device
Sun Nov 14 14:00:02 2021 can't write to i2c device
Sun Nov 14 14:10:23 2021 can't write to i2c device
Sun Nov 14 14:11:07 2021 can't write to i2c device
Sun Nov 14 14:11:14 2021 can't write to i2c device
Sun Nov 14 14:16:14 2021 can't write to i2c device
Sun Nov 14 14:16:21 2021 can't write to i2c device
Sun Nov 14 14:16:28 2021 can't write to i2c device
Sun Nov 14 14:17:17 2021 can't write to i2c device
Sun Nov 14 14:17:25 2021 can't write to i2c device
Sun Nov 14 14:17:32 2021 can't write to i2c device
Sun Nov 14 14:17:49 2021 can't write to i2c device
Sun Nov 14 14:18:52 2021 can't write to i2c device
Sun Nov 14 14:19:23 2021 can't write to i2c device
Sun Nov 14 14:35:18 2021 can't write to i2c device
Sun Nov 14 14:35:26 2021 can't write to i2c device
Sun Nov 14 14:35:46 2021 can't write to i2c device
Sun Nov 14 14:36:06 2021 can't write to i2c device
Sun Nov 14 15:12:20 2021 can't write to i2c device
Sun Nov 14 15:12:22 2021 can't write to i2c device
Sun Nov 14 15:14:49 2021 can't write to i2c device
Sun Nov 14 15:30:42 2021 can't write to i2c device
Sun Nov 14 15:30:47 2021 can't write to i2c device
Sun Nov 14 15:31:27 2021 can't write to i2c device
Sun Nov 14 15:31:44 2021 can't write to i2c device
Sun Nov 14 15:31:46 2021 can't write to i2c device
Sun Nov 14 15:31:51 2021 can't write to i2c device
Sun Nov 14 15:32:04 2021 can't write to i2c device
Sun Nov 14 15:32:19 2021 can't write to i2c device
Sun Nov 14 15:32:27 2021 can't write to i2c device
Sun Nov 14 15:36:02 2021 can't write to i2c device
Sun Nov 14 15:36:13 2021 can't write to i2c device
Sun Nov 14 15:36:20 2021 can't write to i2c device
Sun Nov 14 15:36:33 2021 can't write to i2c device
Sun Nov 14 15:37:34 2021 can't write to i2c device
Sun Nov 14 15:39:22 2021 can't write to i2c device
Sun Nov 14 15:39:42 2021 can't write to i2c device
Sun Nov 14 15:40:02 2021 can't write to i2c device
Sun Nov 14 15:49:09 2021 can't write to i2c device
Sun Nov 14 15:53:45 2021 can't write to i2c device
Sun Nov 14 15:55:09 2021 can't write to i2c device
Sun Nov 14 15:56:04 2021 can't write to i2c device
Sun Nov 14 15:56:12 2021 can't write to i2c device
Sun Nov 14 16:42:18 2021 can't write to i2c device
Sun Nov 14 16:42:22 2021 can't write to i2c device
Sun Nov 14 17:17:13 2021 can't write to i2c device
Sun Nov 14 17:17:23 2021 can't write to i2c device
Sun Nov 14 17:18:08 2021 can't write to i2c device
Sun Nov 14 17:20:55 2021 can't write to i2c device
Sun Nov 14 17:29:25 2021 can't write to i2c device
Sun Nov 14 17:32:55 2021 can't read from i2c device
Sun Nov 14 17:41:03 2021 can't read from i2c device
Sun Nov 14 18:50:57 2021 can't read from i2c device
Sun Nov 14 19:09:54 2021 can't read from i2c device
Sun Nov 14 19:12:25 2021 can't read from i2c device
Sun Nov 14 19:13:38 2021 can't read from i2c device
Sun Nov 14 19:32:23 2021 can't read from i2c device
Sun Nov 14 19:32:56 2021 can't write to i2c device
Sun Nov 14 19:56:18 2021 can't write to i2c device
Sun Nov 14 19:57:44 2021 can't write to i2c device
Sun Nov 14 19:59:44 2021 can't read from i2c device
Sun Nov 14 20:00:01 2021 can't write to i2c device
Sun Nov 14 20:00:07 2021 can't read from i2c device
Sun Nov 14 20:00:52 2021 can't write to i2c device
